ID	YEAR	1a	1b	1c	1d	1e	1f	1g	2a	2b	2c	2d	3a	3b	3c	3d	3e	3f	3g	3h
789	2020	-1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	0	1	-1	-1	-1
790	2020	1	-1	-1	1	1	1	0	-1	-1	-1	1	0	-1	1	0	1	0	-1	-1
791	2020	-1	-1	-1	-1	0	1	1	-1	-1	-1	1	0	-1	1	-1	1	0	-1	0
792	2020	-1	-1	-1	1	1	1	-1	NA	NA	NA	1	1	0	0	0	0	0	0	0
793	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	0	0	-1	-1	-1
794	2020	-1	-1	-1	-1	0	-1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
795	2020	-1	-1	-1	1	1	0	1	-1	-1	NA	1	1	-1	-1	-1	1	-1	-1	0
796	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
797	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	0	-1	1
798	2020	-1	-1	0	1	0	1	0	-1	-1	-1	1	0	-1	0	-1	1	0	-1	-1
799	2020	-1	-1	-1	0	-1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
800	2020	-1	-1	-1	1	1	0	1	-1	1	1	1	1	-1	1	-1	1	-1	-1	-1
801	2020	-1	-1	-1	0	1	1	1	-1	-1	1	1	0	-1	1	-1	1	0	-1	0
802	2020	0	-1	-1	1	0	0	0	-1	-1	-1	1	-1	-1	1	-1	-1	1	1	-1
803	2020	1	-1	-1	1	-1	1	-1	-1	-1	0	1	1	-1	0	0	1	0	0	0
804	2020	-1	-1	-1	0	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	0
805	2020	-1	-1	-1	-1	1	1	1	0	1	1	1	1	-1	0	-1	1	0	-1	1
806	2020	0	-1	-1	1	1	0	0	-1	1	-1	1	1	-1	1	0	1	0	-1	0
807	2020	1	-1	-1	1	0	0	-1	1	-1	-1	1	1	-1	1	0	1	1	-1	1
808	2020	-1	-1	-1	1	1	NA	1	0	-1	-1	1	-1	-1	1	-1	1	-1	-1	0
809	2020	0	-1	-1	1	0	0	0	-1	0	-1	1	-1	0	1	1	1	-1	-1	1
810	2020	0	0	0	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	0	0	-1
811	2020	1	-1	-1	1	1	1	-1	-1	0	0	0	0	-1	-1	-1	1	0	0	-1
812	2020	0	-1	-1	-1	0	0	0	-1	0	0	1	0	-1	1	0	1	0	0	0
813	2020	0	-1	-1	1	1	1	0	-1	0	-1	1	-1	0	1	-1	0	-1	-1	1
814	2020	1	0	0	1	0	1	-1	1	-1	-1	1	1	-1	1	0	1	1	-1	1
815	2020	1	-1	-1	1	0	-1	0	-1	-1	-1	1	0	-1	1	0	1	0	-1	-1
816	2020	-1	-1	-1	-1	0	1	1	-1	-1	-1	1	1	-1	1	0	1	-1	-1	1
817	2020	1	-1	-1	1	1	0	-1	NA	NA	NA	1	0	0	1	0	0	0	0	1
818	2020	1	NA	NA	1	NA	NA	NA	-1	NA	NA	1	0	0	1	0	1	0	0	0
819	2020	NA	NA	NA	1	NA	NA	NA	-1	-1	-1	1	-1	1	1	-1	0	0	-1	0
820	2020	0	-1	-1	1	-1	1	-1	-1	-1	-1	1	0	-1	1	-1	1	0	-1	-1
821	2020	-1	-1	-1	1	1	1	1	-1	1	-1	1	-1	-1	1	-1	0	-1	0	0
822	2020	1	1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	1	-1	1
823	2020	-1	-1	-1	1	1	-1	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
824	2020	NA	NA	NA	1	NA	NA	NA	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
825	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	0	0	0	1	0	0	0
826	2020	1	0	0	1	-1	1	-1	-1	0	1	1	1	-1	1	-1	1	-1	-1	-1
827	2020	-1	-1	0	1	1	1	1	-1	-1	0	1	0	-1	0	-1	1	0	-1	0
828	2020	-1	-1	0	1	0	0	0	-1	-1	-1	1	0	-1	1	-1	1	-1	-1	-1
829	2020	-1	-1	-1	0	0	0	0	1	-1	1	1	1	-1	1	0	1	1	0	1
830	2020	0	NA	NA	0	NA	NA	NA	1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	1
831	2020	-1	-1	-1	1	1	0	1	0	-1	1	0	1	-1	0	-1	1	-1	-1	-1
832	2020	-1	-1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	0	0	0	0	0	1
833	2020	-1	-1	-1	0	1	0	1	-1	0	0	1	-1	-1	1	0	1	0	0	0
834	2020	-1	-1	-1	0	0	1	1	-1	0	0	1	0	-1	1	-1	0	-1	-1	0
835	2020	-1	-1	-1	1	0	1	0	-1	-1	-1	1	0	-1	0	-1	1	0	0	0
836	2020	0	-1	-1	0	1	1	0	-1	0	1	1	1	-1	1	0	1	-1	0	-1
837	2020	-1	-1	-1	1	0	1	0	-1	0	0	1	1	-1	1	0	1	0	-1	-1
838	2020	0	-1	-1	1	0	1	0	-1	-1	-1	1	1	-1	1	0	1	0	-1	1
839	2020	0	-1	-1	1	0	0	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1
840	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	0	-1	1	-1	-1	1
841	2020	-1	-1	-1	-1	1	1	1	NA	NA	NA	1	1	-1	-1	-1	1	-1	-1	1
842	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	0
843	2020	0	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1
844	2020	-1	-1	-1	1	1	0	0	-1	-1	-1	1	-1	0	1	0	1	-1	-1	-1
845	2020	1	-1	0	1	-1	1	0	-1	-1	-1	1	0	-1	1	-1	1	-1	-1	-1
846	2020	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	1	-1	1	1	1	0	-1	1
847	2020	-1	-1	-1	1	1	1	0	-1	-1	-1	1	0	0	1	0	0	0	0	0
848	2020	1	-1	-1	1	-1	1	0	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1
849	2020	-1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
850	2020	-1	-1	-1	-1	1	0	1	-1	0	1	1	1	-1	1	1	1	-1	-1	1
851	2020	0	-1	-1	0	1	1	0	-1	-1	-1	1	-1	-1	1	0	1	-1	-1	0
852	2020	0	-1	-1	-1	0	1	1	-1	-1	-1	1	1	-1	1	-1	1	1	0	0
853	2020	-1	-1	-1	-1	1	1	1	-1	0	0	1	1	-1	1	0	1	0	-1	0
854	2020	-1	-1	-1	-1	0	0	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
855	2020	-1	-1	-1	1	0	1	1	NA	NA	NA	1	0	0	0	0	0	0	0	0
856	2020	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	0	0	0	1	0	0	0
857	2020	-1	-1	-1	-1	1	1	1	NA	NA	NA	NA	1	-1	1	-1	1	0	-1	1
858	2020	1	-1	-1	1	-1	1	-1	-1	0	1	-1	1	-1	1	-1	1	1	-1	1
859	2020	-1	-1	-1	1	1	1	1	NA	NA	1	NA	1	-1	1	-1	0	-1	-1	-1
860	2020	NA	NA	NA	1	NA	NA	NA	-1	-1	1	-1	0	0	1	0	1	0	0	0
861	2020	-1	-1	-1	1	1	1	1	0	0	-1	1	-1	0	-1	-1	-1	-1	-1	0
862	2020	-1	-1	-1	1	1	1	1	-1	0	0	1	1	-1	0	-1	1	0	-1	-1
863	2020	-1	-1	-1	1	1	1	1	-1	0	-1	1	1	0	1	-1	1	1	0	0
864	2020	1	-1	-1	1	0	1	-1	-1	-1	-1	1	-1	-1	1	0	1	-1	-1	-1
865	2020	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
866	2020	-1	-1	-1	0	1	1	1	-1	0	-1	1	1	-1	-1	0	1	-1	-1	0
867	2020	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
868	2020	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	1	0	0	0	1	1	0	0
869	2020	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	1	-1	0	-1	1	0	-1	-1
870	2020	-1	-1	-1	1	1	1	1	-1	0	1	0	1	-1	1	-1	0	0	-1	0
871	2020	-1	-1	-1	0	1	1	1	-1	1	1	-1	0	-1	1	-1	0	0	-1	0
872	2020	-1	-1	-1	-1	1	1	1	-1	-1	1	1	1	-1	0	-1	1	0	-1	-1
873	2020	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	1	-1	-1
874	2020	-1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	1	1	1	-1	-1	-1
875	2020	1	-1	-1	1	0	1	1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1
876	2020	-1	-1	-1	-1	1	1	1	-1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1
877	2020	1	-1	-1	-1	-1	-1	-1	-1	0	1	0	0	-1	1	-1	1	-1	-1	1
878	2020	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	0
879	2020	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	-1	1	1	1	-1	-1	-1
880	2020	-1	-1	-1	1	1	1	1	-1	1	-1	1	1	-1	1	-1	1	1	-1	-1
881	2020	-1	-1	-1	1	-1	0	0	-1	-1	-1	1	-1	-1	1	0	0	0	0	1
882	2020	1	-1	-1	1	-1	1	0	-1	1	1	-1	1	-1	1	0	1	1	-1	0
883	2020	-1	-1	-1	-1	0	1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	-1	0
884	2020	1	-1	-1	0	1	0	1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1
885	2020	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	1	0	1	-1	-1	-1
886	2020	1	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1
887	2020	-1	-1	-1	-1	1	1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1
888	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
889	2010	-1	-1	-1	-1	-1	0	1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1
890	2010	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	1
891	2010	-1	-1	-1	NA	NA	1	0	-1	1	1	1	0	-1	1	-1	1	-1	-1	0
892	2010	0	0	0	1	0	1	0	-1	0	0	1	1	-1	1	-1	1	-1	0	-1
893	2010	-1	-1	-1	0	1	1	1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1
894	2010	1	-1	-1	1	1	1	0	-1	0	0	1	-1	-1	1	0	1	-1	-1	-1
895	2010	1	0	0	1	-1	0	-1	-1	1	1	1	0	-1	0	0	0	0	-1	0
896	2010	-1	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
897	2010	-1	-1	-1	1	-1	0	0	-1	0	0	1	1	-1	1	0	1	-1	-1	-1
898	2010	0	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	0
899	2010	-1	-1	-1	-1	-1	0	0	-1	0	0	1	0	-1	0	0	1	0	-1	0
900	2010	0	0	0	-1	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1	-1	1	-1
901	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
902	2010	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	1	0	0	0	0	0	0	1
903	2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
904	2010	-1	-1	-1	1	1	1	1	1	-1	1	1	1	-1	1	0	1	0	-1	-1
905	2010	-1	0	1	1	1	1	1	-1	1	0	1	1	-1	0	0	1	-1	0	0
906	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
907	2010	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	0
908	2010	-1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	0	0	0	0	0	0	0
909	2010	NA	NA	NA	1	NA	1	NA	NA	NA	NA	1	0	0	1	0	0	0	0	0
910	2010	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	0	1	-1	-1	1
911	2010	-1	-1	-1	-1	NA	NA	NA	-1	-1	-1	-1	1	0	0	0	0	0	0	0
912	2010	-1	-1	-1	1	0	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
913	2010	1	-1	-1	1	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	0	1	-1	1
914	2010	0	-1	-1	1	0	1	0	1	-1	0	1	0	-1	1	0	1	0	-1	1
915	2010	1	-1	-1	1	0	1	0	-1	-1	-1	1	-1	-1	1	-1	1	1	0	1
916	2010	1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	0	0
917	2010	1	-1	-1	1	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
918	2010	NA	NA	NA	1	NA	NA	NA	-1	-1	0	1	-1	-1	1	-1	1	1	-1	-1
919	2010	1	-1	-1	1	1	1	-1	1	1	1	1	1	-1	1	-1	1	1	-1	1
920	2010	1	-1	-1	1	0	1	1	1	-1	0	1	-1	-1	1	0	1	1	-1	1
921	2010	0	1	1	0	1	1	0	-1	1	-1	1	1	-1	0	0	0	0	0	0
922	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
923	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
924	2010	NA	NA	NA	NA	1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	0	-1	-1
925	2010	0	-1	-1	1	1	-1	0	0	-1	-1	1	-1	0	1	-1	1	-1	-1	1
926	2010	-1	-1	-1	0	1	1	0	-1	-1	0	1	1	-1	0	-1	-1	-1	-1	0
927	2010	-1	-1	-1	0	-1	1	1	-1	0	1	1	1	-1	1	-1	1	0	0	0
928	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	0	0	-1	1
929	2010	0	-1	-1	1	0	1	0	-1	-1	-1	1	0	-1	1	-1	1	0	0	0
930	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
931	2010	-1	-1	-1	-1	1	0	1	-1	-1	-1	1	1	-1	0	-1	1	-1	-1	-1
932	2010	0	-1	-1	1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	0	-1	0
933	2010	-1	-1	-1	-1	1	1	1	NA	NA	NA	NA	1	-1	1	0	0	0	0	0
934	2010	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	0
935	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
936	2010	-1	-1	-1	-1	1	1	1	-1	-1	0	1	1	-1	-1	-1	1	1	-1	1
937	2010	-1	-1	-1	1	1	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1
938	2010	-1	-1	-1	-1	1	1	1	-1	NA	NA	1	1	-1	0	0	1	1	-1	1
939	2010	-1	-1	-1	0	1	1	1	-1	-1	-1	1	0	-1	1	-1	0	-1	0	0
940	2010	0	-1	-1	1	1	1	0	-1	-1	-1	1	-1	-1	0	0	1	0	0	0
941	2010	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	0	-1	1	0	-1	-1
942	2010	-1	-1	-1	1	NA	1	1	-1	0	0	1	1	-1	1	0	0	0	0	0
943	2010	-1	-1	-1	0	1	1	0	-1	-1	-1	1	1	-1	0	-1	1	0	-1	-1
944	2010	0	-1	-1	1	1	1	0	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	-1
945	2010	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	1	-1	-1	-1
946	2010	-1	-1	-1	1	-1	0	1	-1	-1	-1	1	-1	-1	-1	-1	1	0	-1	-1
947	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	-1
948	2010	-1	-1	-1	-1	1	0	0	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
949	2010	NA	-1	-1	1	1	1	NA	-1	-1	-1	1	1	-1	0	-1	1	0	-1	-1
950	2010	-1	-1	NA	1	0	1	1	-1	1	1	1	1	-1	1	0	1	0	-1	0
951	2010	-1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	0	0	0
952	2010	1	1	0	1	-1	0	-1	-1	0	0	1	-1	0	1	0	1	0	-1	1
953	2010	0	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	0
954	2010	-1	-1	-1	1	0	1	1	-1	-1	0	0	1	-1	1	-1	0	-1	-1	-1
955	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	1	1	-1	-1	-1
956	2010	-1	-1	-1	-1	1	1	0	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1
957	2010	1	-1	-1	1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	-1
958	2010	-1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	-1	-1	0
959	2010	-1	-1	-1	1	1	1	1	-1	1	1	1	-1	-1	1	0	1	-1	-1	-1
960	2010	-1	-1	-1	1	-1	1	-1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
961	2010	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	1	-1	1	-1	1	1	-1	1
962	2010	1	-1	-1	1	1	-1	0	-1	-1	1	1	1	-1	1	0	0	-1	-1	1
963	2010	-1	-1	-1	0	-1	1	1	-1	-1	-1	1	-1	-1	1	0	1	0	-1	-1
964	2010	1	-1	-1	1	1	0	-1	-1	-1	0	1	1	-1	1	-1	0	0	0	0
965	2010	1	-1	-1	1	1	1	-1	-1	1	0	1	-1	-1	1	1	1	-1	-1	0
966	2010	1	-1	-1	1	NA	NA	NA	-1	-1	1	1	1	0	1	-1	0	0	0	0
967	2010	-1	-1	-1	-1	1	1	1	NA	NA	NA	1	1	0	0	0	0	0	0	0
968	2010	NA	NA	NA	1	NA	NA	NA	-1	NA	NA	1	0	0	1	0	1	0	0	0
969	2010	1	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	0	1	0	-1	1
970	2010	-1	-1	-1	0	1	1	1	-1	1	1	1	-1	-1	1	-1	0	-1	-1	-1
971	2010	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
972	2010	-1	-1	-1	-1	1	-1	1	-1	1	0	1	-1	-1	1	-1	1	-1	-1	1
973	2010	1	-1	-1	1	1	1	0	-1	-1	0	1	1	-1	0	-1	1	-1	-1	-1
974	2010	-1	-1	-1	0	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	0	-1	-1
975	2010	-1	-1	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1	0	-1	-1	-1
976	2010	-1	-1	-1	-1	1	1	1	NA	NA	NA	1	0	0	1	0	0	0	0	0
977	2010	-1	-1	-1	1	1	1	0	-1	1	1	-1	0	-1	1	-1	1	0	-1	-1
978	2010	1	-1	-1	1	1	1	-1	0	1	1	0	1	-1	-1	-1	0	-1	-1	-1
979	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
980	2010	-1	-1	-1	-1	1	1	1	NA	NA	NA	1	1	0	0	0	0	0	0	0
981	2010	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	1	-1	-1	-1	1	1	-1	1
982	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	0	1	-1	-1	1
983	2010	1	-1	-1	1	1	1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	-1
984	2010	-1	-1	1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1
985	2010	-1	-1	-1	-1	1	1	1	-1	0	1	1	1	-1	1	-1	1	0	-1	1
986	2010	-1	-1	-1	1	0	-1	-1	-1	1	1	1	0	-1	1	0	1	1	-1	-1
987	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	0	1	1	-1	1
988	2010	1	0	0	1	-1	1	-1	-1	NA	-1	1	0	0	0	0	0	0	0	0
989	2010	1	0	0	1	1	1	1	NA	NA	NA	NA	0	-1	-1	-1	1	-1	-1	-1
990	2010	-1	-1	-1	-1	1	1	1	-1	-1	1	0	1	-1	0	1	1	-1	-1	1
991	2010	-1	-1	-1	0	-1	1	0	-1	-1	-1	1	-1	0	1	0	0	-1	-1	-1
992	2010	1	1	0	1	-1	0	-1	-1	-1	-1	1	1	-1	1	-1	1	0	-1	-1
993	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	0	-1	0	-1	-1	-1
994	2010	-1	-1	-1	1	1	1	-1	-1	1	1	-1	-1	1	-1	-1	1	-1	-1	0
995	2010	-1	-1	0	1	0	0	1	-1	-1	-1	1	0	-1	1	-1	1	-1	-1	-1
996	2010	-1	-1	-1	1	-1	1	1	-1	-1	-1	1	1	-1	0	-1	1	-1	-1	-1
997	2010	1	-1	-1	0	-1	-1	1	-1	-1	-1	1	-1	-1	1	-1	1	0	1	0
998	2010	-1	-1	-1	1	-1	0	1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1
999	2010	1	-1	-1	1	-1	0	-1	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1
1000	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1
1001	2010	-1	-1	-1	-1	1	1	0	-1	-1	-1	1	1	-1	1	-1	-1	-1	-1	-1
1002	2010	-1	-1	-1	-1	1	1	0	-1	-1	-1	1	0	1	0	-1	1	0	1	-1
1003	2010	1	-1	-1	1	-1	0	1	1	-1	-1	1	1	-1	1	-1	1	1	-1	1
1004	2010	-1	-1	-1	1	0	1	1	0	-1	1	1	1	1	1	1	1	1	1	1
1005	2010	-1	-1	1	1	-1	1	1	-1	-1	0	1	1	-1	1	-1	1	0	-1	-1
1006	2010	1	-1	-1	1	0	0	0	-1	-1	0	1	1	-1	1	-1	1	0	-1	-1
1007	2010	-1	-1	-1	1	0	NA	-1	-1	-1	-1	1	1	-1	0	0	0	-1	-1	1
1008	2010	0	0	0	0	0	0	0	0	-1	-1	1	-1	-1	1	-1	1	-1	-1	0
1009	2010	-1	-1	-1	1	0	1	-1	-1	-1	0	1	1	-1	0	0	1	1	-1	-1
1010	2010	1	-1	-1	1	0	0	-1	-1	-1	-1	1	1	-1	1	-1	1	0	-1	1
1011	2010	1	-1	-1	1	0	0	0	1	-1	1	1	1	-1	-1	-1	1	0	-1	1
1012	2010	1	-1	-1	1	1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0
1013	2010	-1	-1	-1	1	-1	0	-1	0	0	0	0	1	-1	1	1	1	-1	-1	-1
1014	2010	-1	-1	-1	1	1	-1	0	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1
1015	2010	-1	-1	-1	1	1	1	1	1	0	0	1	-1	-1	1	1	1	0	1	1
1016	2010	1	0	1	1	-1	0	-1	-1	0	0	1	-1	0	1	0	1	-1	-1	1
1017	2010	1	0	0	1	-1	-1	-1	-1	NA	NA	1	1	0	1	0	1	0	0	0
1018	2010	-1	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	1
1019	2010	1	-1	-1	1	0	1	-1	-1	-1	-1	1	-1	-1	1	0	1	-1	-1	1
1020	2010	1	-1	-1	1	0	0	1	-1	1	0	1	-1	-1	1	1	1	-1	-1	0
1021	2010	1	-1	-1	1	NA	NA	NA	-1	-1	0	1	1	-1	0	-1	0	-1	-1	-1
1022	2010	0	-1	-1	-1	0	1	1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	-1
1023	2010	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	1	-1	0	-1	-1	-1
1024	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	1
1025	2010	1	-1	-1	1	1	1	-1	-1	-1	-1	1	1	-1	1	-1	1	-1	-1	1
1026	2010	1	-1	-1	1	1	1	1	-1	0	1	1	1	0	0	0	0	0	0	0
1027	2010	0	-1	-1	0	1	1	NA	-1	-1	0	1	1	-1	1	-1	1	1	-1	1
1028	2010	NA	-1	1	1	1	1	-1	-1	-1	0	1	-1	-1	0	0	0	-1	-1	-1
1029	2010	-1	-1	0	0	1	1	1	-1	-1	-1	1	1	-1	1	0	1	1	-1	1
1030	2010	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	1	-1	0	1	0	0
1031	2010	1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
1032	2010	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1	1	-1	-1	-1	1	-1	-1	0
1033	2010	-1	-1	-1	0	1	1	1	NA	NA	NA	1	0	0	1	0	0	0	1	0
1034	2010	1	NA	NA	1	NA	NA	NA	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	1
1035	2010	1	-1	-1	1	-1	1	-1	NA	NA	NA	1	0	0	1	0	1	0	0	1
1036	2010	NA	NA	NA	1	NA	NA	NA	-1	0	1	1	1	-1	0	-1	0	0	-1	1
1037	2010	1	-1	-1	1	0	-1	-1	-1	-1	-1	1	0	-1	1	-1	1	-1	-1	-1
1038	2010	-1	-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	0	-1	-1	-1
1039	2010	1	-1	-1	1	-1	-1	-1	-1	-1	1	0	1	-1	0	-1	1	-1	-1	1
1040	2010	-1	-1	-1	-1	1	1	1	-1	1	1	1	1	-1	1	-1	1	-1	-1	1
1041	2010	1	-1	-1	1	0	1	0	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1
1042	2010	1	-1	-1	1	NA	1	-1	-1	1	-1	1	-1	-1	1	-1	1	-1	-1	1
1043	2010	-1	-1	-1	1	1	1	-1	-1	-1	-1	-1	1	-1	0	-1	0	-1	0	-1
1044	2010	1	0	0	-1	-1	0	-1	NA	NA	NA	-1	0	0	-1	0	0	0	0	0
1045	2010	-1	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	1	-1	1	-1	1	0	-1	1
1046	2010	-1	-1	-1	-1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1
1047	2010	1	-1	-1	-1	1	1	-1	-1	1	1	1	-1	-1	1	-1	1	-1	1	-1
1048	2010	1	-1	-1	1	NA	1	-1	-1	1	1	1	-1	-1	1	1	1	0	-1	-1
1049	2010	-1	-1	-1	1	0	1	-1	NA	NA	NA	1	0	0	0	0	0	0	0	0
1050	2010	1	NA	NA	NA	NA	NA	NA	-1	-1	-1	1	1	-1	0	-1	0	0	-1	0
1051	2010	-1	-1	-1	0	1	0	1	-1	-1	-1	1	0	0	0	0	0	0	0	0
1052	2010	0	0	0	0	0	0	0	-1	0	0	1	1	-1	1	-1	1	-1	-1	-1
